State,Year,Month,Value,1-Month % Change
Tennessee,2010,07,9.2,-1.1
Tennessee,2010,08,9.2,0.0
Tennessee,2010,09,9.3,1.1
Tennessee,2010,10,9.4,1.1
Tennessee,2010,11,9.5,1.1
Tennessee,2010,12,9.5,0.0
Tennessee,2011,01,9.5,0.0
Tennessee,2011,02,9.4,-1.1
Tennessee,2011,03,9.3,-1.1
Tennessee,2011,04,9.2,-1.1
Tennessee,2011,05,9.2,0.0
Tennessee,2011,06,9.1,-1.1
Tennessee,2011,07,9.1,0.0
Tennessee,2011,08,9.0,-1.1
Tennessee,2011,09,8.8,-2.2
Tennessee,2011,10,8.6,-2.3
Tennessee,2011,11,8.3,-3.5
Tennessee,2011,12,8.1,-2.4
Tennessee,2012,01,7.9,-2.5
Tennessee,2012,02,7.8,-1.3
Tennessee,2012,03,7.8,0.0
Tennessee,2012,04,7.9,1.3
Tennessee,2012,05,7.9,0.0
Tennessee,2012,06,8.0,1.3
Tennessee,2012,07,7.9,-1.3
Tennessee,2012,08,7.8,-1.3
Tennessee,2012,09,7.7,-1.3
Tennessee,2012,10,7.7,0.0
Tennessee,2012,11,7.7,0.0
Tennessee,2012,12,7.8,1.3
Tennessee,2013,01,7.9,1.3
Tennessee,2013,02,8.0,1.3
Tennessee,2013,03,8.1,1.3
Tennessee,2013,04,8.0,-1.2
Tennessee,2013,05,8.0,0.0
Tennessee,2013,06,7.9,-1.3
Tennessee,2013,07,7.8,-1.3
Tennessee,2013,08,7.8,0.0
Tennessee,2013,09,7.6,-2.6
Tennessee,2013,10,7.4,-2.6
Tennessee,2013,11,7.2,-2.7
Tennessee,2013,12,7.1,-1.4
Tennessee,2014,01,6.8,-4.2
Tennessee,2014,02,6.7,-1.5
Tennessee,2014,03,6.6,-1.5
Tennessee,2014,04,6.6,0.0
Tennessee,2014,05,6.7,1.5
Tennessee,2014,06,6.7,0.0
Tennessee,2014,07,6.7,0.0
Tennessee,2014,08,6.6,-1.5
Tennessee,2014,09,6.6,0.0
Tennessee,2014,10,6.5,-1.5
Tennessee,2014,11,6.4,-1.5
Tennessee,2014,12,6.3,-1.6
Tennessee,2015,01,6.2,-1.6
Tennessee,2015,02,6.1,-1.6
Tennessee,2015,03,6.0,-1.6
Tennessee,2015,04,5.9,-1.7
Tennessee,2015,05,5.8,-1.7
Tennessee,2015,06,5.7,-1.7
Tennessee,2015,07,5.6,-1.8
Tennessee,2015,08,5.5,-1.8
Tennessee,2015,09,5.3,-3.6
Tennessee,2015,10,5.2,-1.9
Tennessee,2015,11,5.0,-3.8
Tennessee,2015,12,4.9,-2.0
Tennessee,2016,01,4.8,-2.0
Tennessee,2016,02,4.7,-2.1
Tennessee,2016,03,4.7,0.0
Tennessee,2016,04,4.7,0.0
Tennessee,2016,05,4.7,0.0
Tennessee,2016,06,4.7,0.0
Tennessee,2016,07,4.8,2.1
Tennessee,2016,08,4.8,0.0
Tennessee,2016,09,4.8,0.0
Tennessee,2016,10,4.8,0.0
Tennessee,2016,11,4.7,-2.1
Tennessee,2016,12,4.6,-2.1
Tennessee,2017,01,4.5,-2.2
Tennessee,2017,02,4.3,-4.4
Tennessee,2017,03,4.1,-4.7
Tennessee,2017,04,3.9,-4.9
Tennessee,2017,05,3.8,-2.6
Tennessee,2017,06,3.6,-5.3
Tennessee,2017,07,3.5,-2.8
Tennessee,2017,08,3.5,0.0
Tennessee,2017,09,3.5,0.0
Tennessee,2017,10,3.5,0.0
Tennessee,2017,11,3.5,0.0
Tennessee,2017,12,3.5,0.0
Tennessee,2018,01,3.6,2.9
Tennessee,2018,02,3.6,0.0
Tennessee,2018,03,3.6,0.0
Tennessee,2018,04,3.6,0.0
Tennessee,2018,05,3.6,0.0
Tennessee,2018,06,3.6,0.0
Tennessee,2018,07,3.5,-2.8
Tennessee,2018,08,3.5,0.0
Tennessee,2018,09,3.5,0.0
Tennessee,2018,10,3.4,-2.9
Tennessee,2018,11,3.4,0.0
Tennessee,2018,12,3.4,0.0
Tennessee,2019,01,3.4,0.0
Tennessee,2019,02,3.4,0.0
Tennessee,2019,03,3.5,2.9
Tennessee,2019,04,3.5,0.0
Tennessee,2019,05,3.5,0.0
Tennessee,2019,06,3.4,-2.9
Tennessee,2019,07,3.4,0.0
Tennessee,2019,08,3.4,0.0
Tennessee,2019,09,3.3,-2.9
Tennessee,2019,10,3.3,0.0
Tennessee,2019,11,3.3,0.0
Tennessee,2019,12,3.3,0.0
Tennessee,2020,01,3.3,0.0
Tennessee,2020,02,3.4,3.0
Tennessee,2020,03,3.5,2.9
Texas,2000,01,4.6,-2.1
Texas,2000,02,4.6,0.0
Texas,2000,03,4.5,-2.2
Texas,2000,04,4.4,-2.2
Texas,2000,05,4.3,-2.3
Texas,2000,06,4.3,0.0
Texas,2000,07,4.2,-2.3
Texas,2000,08,4.2,0.0
Texas,2000,09,4.1,-2.4
Texas,2000,10,4.1,0.0
Texas,2000,11,4.0,-2.4
Texas,2000,12,4.0,0.0
Texas,2001,01,4.1,2.5
Texas,2001,02,4.2,2.4
Texas,2001,03,4.3,2.4
Texas,2001,04,4.5,4.7
Texas,2001,05,4.6,2.2
Texas,2001,06,4.8,4.3
Texas,2001,07,5.0,4.2
Texas,2001,08,5.2,4.0
Texas,2001,09,5.4,3.8
Texas,2001,10,5.6,3.7
Texas,2001,11,5.8,3.6
Texas,2001,12,6.0,3.4
Texas,2002,01,6.1,1.7
Texas,2002,02,6.2,1.6
Texas,2002,03,6.3,1.6
Texas,2002,04,6.3,0.0
Texas,2002,05,6.3,0.0
Texas,2002,06,6.4,1.6
Texas,2002,07,6.4,0.0
Texas,2002,08,6.4,0.0
Texas,2002,09,6.4,0.0
Texas,2002,10,6.5,1.6
Texas,2002,11,6.5,0.0
Texas,2002,12,6.6,1.5
Texas,2003,01,6.6,0.0
Texas,2003,02,6.7,1.5
Texas,2003,03,6.8,1.5
Texas,2003,04,6.8,0.0
Texas,2003,05,6.9,1.5
Texas,2003,06,6.9,0.0
Texas,2003,07,6.9,0.0
Texas,2003,08,6.8,-1.4
Texas,2003,09,6.7,-1.5
Texas,2003,10,6.5,-3.0
Texas,2003,11,6.4,-1.5
Texas,2003,12,6.3,-1.6
Texas,2004,01,6.2,-1.6
Texas,2004,02,6.2,0.0
Texas,2004,03,6.1,-1.6
Texas,2004,04,6.1,0.0
Texas,2004,05,6.0,-1.6
Texas,2004,06,5.9,-1.7
Texas,2004,07,5.8,-1.7
Texas,2004,08,5.8,0.0
Texas,2004,09,5.8,0.0
Texas,2004,10,5.8,0.0
Texas,2004,11,5.8,0.0
Texas,2004,12,5.8,0.0
Texas,2005,01,5.7,-1.7
Texas,2005,02,5.7,0.0
Texas,2005,03,5.6,-1.8
Texas,2005,04,5.5,-1.8
Texas,2005,05,5.4,-1.8
Texas,2005,06,5.3,-1.9
Texas,2005,07,5.3,0.0
Texas,2005,08,5.3,0.0
Texas,2005,09,5.3,0.0
Texas,2005,10,5.3,0.0
Texas,2005,11,5.3,0.0
Texas,2005,12,5.2,-1.9
Texas,2006,01,5.2,0.0
Texas,2006,02,5.1,-1.9
Texas,2006,03,5.1,0.0
Texas,2006,04,5.1,0.0
Texas,2006,05,5.1,0.0
Texas,2006,06,5.0,-2.0
Texas,2006,07,5.0,0.0
Texas,2006,08,4.9,-2.0
Texas,2006,09,4.7,-4.1
Texas,2006,10,4.6,-2.1
Texas,2006,11,4.5,-2.2
Texas,2006,12,4.4,-2.2
Texas,2007,01,4.4,0.0
Texas,2007,02,4.3,-2.3
Texas,2007,03,4.3,0.0
Texas,2007,04,4.2,-2.3
Texas,2007,05,4.2,0.0
Texas,2007,06,4.2,0.0
Texas,2007,07,4.2,0.0
Texas,2007,08,4.3,2.4
Texas,2007,09,4.3,0.0
Texas,2007,10,4.3,0.0
Texas,2007,11,4.3,0.0
Texas,2007,12,4.3,0.0
Texas,2008,01,4.3,0.0
Texas,2008,02,4.3,0.0
Texas,2008,03,4.3,0.0
Texas,2008,04,4.4,2.3
Texas,2008,05,4.5,2.3
Texas,2008,06,4.6,2.2
Texas,2008,07,4.8,4.3
Texas,2008,08,4.9,2.1
Texas,2008,09,5.1,4.1
Texas,2008,10,5.3,3.9
Texas,2008,11,5.6,5.7
Texas,2008,12,5.8,3.6
Texas,2009,01,6.1,5.2
Texas,2009,02,6.3,3.3
Texas,2009,03,6.5,3.2
Texas,2009,04,6.6,1.5
Texas,2009,05,7.6,15.2
Texas,2009,06,8.0,5.3
Texas,2009,07,8.2,2.5
Texas,2009,08,8.3,1.2
Texas,2009,09,8.3,0.0
Texas,2009,10,8.3,0.0
Texas,2009,11,8.3,0.0
Texas,2009,12,8.3,0.0
Texas,2010,01,8.3,0.0
Texas,2010,02,8.3,0.0
Texas,2010,03,8.3,0.0
Texas,2010,04,8.2,-1.2
Texas,2010,05,8.1,-1.2
Texas,2010,06,8.0,-1.2
Texas,2010,07,8.0,0.0
Texas,2010,08,8.0,0.0
Texas,2010,09,8.1,1.3
Texas,2010,10,8.1,0.0
Texas,2010,11,8.1,0.0
Texas,2010,12,8.1,0.0
Texas,2011,01,8.0,-1.2
Texas,2011,02,7.9,-1.3
Texas,2011,03,7.9,0.0
Texas,2011,04,7.9,0.0
Texas,2011,05,7.9,0.0
Texas,2011,06,7.9,0.0
Texas,2011,07,7.9,0.0
Texas,2011,08,7.8,-1.3
Texas,2011,09,7.7,-1.3
Texas,2011,10,7.6,-1.3
Texas,2011,11,7.4,-2.6
Texas,2011,12,7.2,-2.7
Texas,2012,01,7.1,-1.4
Texas,2012,02,7.0,-1.4
Texas,2012,03,6.9,-1.4
Texas,2012,04,6.9,0.0
Texas,2012,05,6.9,0.0
Texas,2012,06,6.8,-1.4
Texas,2012,07,6.7,-1.5
Texas,2012,08,6.6,-1.5
Texas,2012,09,6.5,-1.5
Texas,2012,10,6.5,0.0
Texas,2012,11,6.5,0.0
Texas,2012,12,6.5,0.0
Texas,2013,01,6.5,0.0
Texas,2013,02,6.5,0.0
Texas,2013,03,6.5,0.0
Texas,2013,04,6.5,0.0
Texas,2013,05,6.4,-1.5
Texas,2013,06,6.3,-1.6
Texas,2013,07,6.3,0.0
Texas,2013,08,6.2,-1.6
Texas,2013,09,6.1,-1.6
Texas,2013,10,6.0,-1.6
Texas,2013,11,5.9,-1.7
Texas,2013,12,5.8,-1.7
Texas,2014,01,5.7,-1.7
Texas,2014,02,5.5,-3.5
Texas,2014,03,5.4,-1.8
Texas,2014,04,5.3,-1.9
Texas,2014,05,5.2,-1.9
Texas,2014,06,5.2,0.0
Texas,2014,07,5.1,-1.9
Texas,2014,08,5.0,-2.0
Texas,2014,09,4.9,-2.0
Texas,2014,10,4.8,-2.0
Texas,2014,11,4.7,-2.1
Texas,2014,12,4.6,-2.1
Texas,2015,01,4.5,-2.2
Texas,2015,02,4.4,-2.2
Texas,2015,03,4.4,0.0
Texas,2015,04,4.4,0.0
Texas,2015,05,4.4,0.0
Texas,2015,06,4.4,0.0
Texas,2015,07,4.4,0.0
Texas,2015,08,4.4,0.0
Texas,2015,09,4.4,0.0
Texas,2015,10,4.5,2.3
Texas,2015,11,4.5,0.0
Texas,2015,12,4.4,-2.2
Texas,2016,01,4.4,0.0
Texas,2016,02,4.4,0.0
Texas,2016,03,4.4,0.0
Texas,2016,04,4.5,2.3
Texas,2016,05,4.6,2.2
Texas,2016,06,4.7,2.2
Texas,2016,07,4.7,0.0
Texas,2016,08,4.7,0.0
Texas,2016,09,4.8,2.1
Texas,2016,10,4.8,0.0
Texas,2016,11,4.8,0.0
Texas,2016,12,4.8,0.0
Texas,2017,01,4.7,-2.1
Texas,2017,02,4.7,0.0
Texas,2017,03,4.6,-2.1
Texas,2017,04,4.5,-2.2
Texas,2017,05,4.4,-2.2
Texas,2017,06,4.3,-2.3
Texas,2017,07,4.2,-2.3
Texas,2017,08,4.1,-2.4
Texas,2017,09,4.1,0.0
Texas,2017,10,4.1,0.0
Texas,2017,11,4.0,-2.4
Texas,2017,12,4.0,0.0
Texas,2018,01,4.0,0.0
Texas,2018,02,4.0,0.0
Texas,2018,03,4.0,0.0
Texas,2018,04,4.0,0.0
Texas,2018,05,3.9,-2.5
Texas,2018,06,3.9,0.0
Texas,2018,07,3.8,-2.6
Texas,2018,08,3.7,-2.6
Texas,2018,09,3.7,0.0
Texas,2018,10,3.7,0.0
Texas,2018,11,3.7,0.0
Texas,2018,12,3.7,0.0
Texas,2019,01,3.7,0.0
Texas,2019,02,3.6,-2.7
Texas,2019,03,3.5,-2.8
Texas,2019,04,3.5,0.0
Texas,2019,05,3.4,-2.9
Texas,2019,06,3.4,0.0
Texas,2019,07,3.5,2.9
Texas,2019,08,3.5,0.0
Texas,2019,09,3.5,0.0
Texas,2019,10,3.5,0.0
Texas,2019,11,3.5,0.0
Texas,2019,12,3.5,0.0
Texas,2020,01,3.5,0.0
Texas,2020,02,3.5,0.0
Texas,2020,03,4.7,34.3
Utah,2000,01,3.1,-3.1
Utah,2000,02,3.1,0.0
Utah,2000,03,3.1,0.0
Utah,2000,04,3.1,0.0
Utah,2000,05,3.2,3.2
Utah,2000,06,3.3,3.1
Utah,2000,07,3.3,0.0
Utah,2000,08,3.4,3.0
Utah,2000,09,3.5,2.9
Utah,2000,10,3.6,2.9
Utah,2000,11,3.7,2.8
Utah,2000,12,3.8,2.7
Utah,2001,01,3.8,0.0
Utah,2001,02,3.9,2.6
Utah,2001,03,4.0,2.6
Utah,2001,04,4.1,2.5
Utah,2001,05,4.2,2.4
Utah,2001,06,4.3,2.4
Utah,2001,07,4.4,2.3
Utah,2001,08,4.5,2.3
Utah,2001,09,4.7,4.4
Utah,2001,10,4.8,2.1
Utah,2001,11,5.0,4.2
Utah,2001,12,5.2,4.0
Utah,2002,01,5.4,3.8
Utah,2002,02,5.5,1.9
Utah,2002,03,5.7,3.6
Utah,2002,04,5.8,1.8
Utah,2002,05,5.8,0.0
Utah,2002,06,5.9,1.7
Utah,2002,07,5.9,0.0
Utah,2002,08,5.9,0.0
Utah,2002,09,5.9,0.0
Utah,2002,10,5.9,0.0
Utah,2002,11,5.9,0.0
Utah,2002,12,5.9,0.0
Utah,2003,01,5.9,0.0
Utah,2003,02,5.9,0.0
Utah,2003,03,5.8,-1.7
Utah,2003,04,5.8,0.0
Utah,2003,05,5.7,-1.7
Utah,2003,06,5.7,0.0
Utah,2003,07,5.6,-1.8
Utah,2003,08,5.6,0.0
Utah,2003,09,5.5,-1.8
Utah,2003,10,5.5,0.0
Utah,2003,11,5.4,-1.8
Utah,2003,12,5.4,0.0
Utah,2004,01,5.3,-1.9
Utah,2004,02,5.3,0.0
Utah,2004,03,5.2,-1.9
Utah,2004,04,5.2,0.0
Utah,2004,05,5.1,-1.9
Utah,2004,06,5.0,-2.0
Utah,2004,07,5.0,0.0
Utah,2004,08,4.9,-2.0
Utah,2004,09,4.8,-2.0
Utah,2004,10,4.7,-2.1
Utah,2004,11,4.6,-2.1
Utah,2004,12,4.5,-2.2
Utah,2005,01,4.4,-2.2
Utah,2005,02,4.4,0.0
Utah,2005,03,4.3,-2.3
Utah,2005,04,4.2,-2.3
Utah,2005,05,4.1,-2.4
Utah,2005,06,4.1,0.0
Utah,2005,07,4.0,-2.4
Utah,2005,08,4.0,0.0
Utah,2005,09,4.0,0.0
Utah,2005,10,3.9,-2.5
Utah,2005,11,3.8,-2.6
Utah,2005,12,3.7,-2.6
Utah,2006,01,3.5,-5.4
Utah,2006,02,3.4,-2.9
Utah,2006,03,3.3,-2.9
Utah,2006,04,3.2,-3.0
Utah,2006,05,3.1,-3.1
Utah,2006,06,3.0,-3.2
Utah,2006,07,2.9,-3.3
Utah,2006,08,2.8,-3.4
Utah,2006,09,2.8,0.0
Utah,2006,10,2.7,-3.6
Utah,2006,11,2.6,-3.7
Utah,2006,12,2.5,-3.8
Utah,2007,01,2.4,-4.0
Utah,2007,02,2.4,0.0
Utah,2007,03,2.4,0.0
Utah,2007,04,2.4,0.0
Utah,2007,05,2.5,4.2
Utah,2007,06,2.5,0.0
Utah,2007,07,2.6,4.0
Utah,2007,08,2.7,3.8
Utah,2007,09,2.7,0.0
Utah,2007,10,2.8,3.7
Utah,2007,11,2.8,0.0
Utah,2007,12,2.9,3.6
Utah,2008,01,3.0,3.4
Utah,2008,02,3.0,0.0
Utah,2008,03,3.1,3.3
Utah,2008,04,3.2,3.2
Utah,2008,05,3.2,0.0
Utah,2008,06,3.3,3.1
Utah,2008,07,3.4,3.0
Utah,2008,08,3.6,5.9
Utah,2008,09,3.7,2.8
Utah,2008,10,3.9,5.4
Utah,2008,11,4.1,5.1
Utah,2008,12,5.5,34.1
Utah,2009,01,6.2,12.7
Utah,2009,02,6.7,8.1
Utah,2009,03,7.0,4.5
Utah,2009,04,7.2,2.9
Utah,2009,05,7.3,1.4
Utah,2009,06,7.4,1.4
Utah,2009,07,7.5,1.4
Utah,2009,08,7.6,1.3
Utah,2009,09,7.6,0.0
Utah,2009,10,7.7,1.3
Utah,2009,11,7.8,1.3
Utah,2009,12,7.8,0.0
Utah,2010,01,7.9,1.3
Utah,2010,02,7.9,0.0
Utah,2010,03,8.0,1.3
Utah,2010,04,8.0,0.0
Utah,2010,05,7.9,-1.3
Utah,2010,06,7.9,0.0
Utah,2010,07,7.9,0.0
Utah,2010,08,7.8,-1.3
Utah,2010,09,7.8,0.0
Utah,2010,10,7.7,-1.3
Utah,2010,11,7.6,-1.3
Utah,2010,12,7.6,0.0
Utah,2011,01,7.5,-1.3
Utah,2011,02,7.4,-1.3
Utah,2011,03,7.2,-2.7
Utah,2011,04,7.1,-1.4
Utah,2011,05,7.0,-1.4
Utah,2011,06,6.8,-2.9
Utah,2011,07,6.7,-1.5
Utah,2011,08,6.5,-3.0
Utah,2011,09,6.4,-1.5
Utah,2011,10,6.3,-1.6
Utah,2011,11,6.1,-3.2
Utah,2011,12,6.0,-1.6
Utah,2012,01,5.9,-1.7
Utah,2012,02,5.8,-1.7
Utah,2012,03,5.7,-1.7
Utah,2012,04,5.6,-1.8
Utah,2012,05,5.5,-1.8
Utah,2012,06,5.4,-1.8
Utah,2012,07,5.3,-1.9
Utah,2012,08,5.2,-1.9
Utah,2012,09,5.2,0.0
Utah,2012,10,5.1,-1.9
Utah,2012,11,5.1,0.0
Utah,2012,12,5.0,-2.0
Utah,2013,01,5.0,0.0
Utah,2013,02,4.9,-2.0
Utah,2013,03,4.8,-2.0
Utah,2013,04,4.8,0.0
Utah,2013,05,4.7,-2.1
Utah,2013,06,4.6,-2.1
Utah,2013,07,4.6,0.0
Utah,2013,08,4.5,-2.2
Utah,2013,09,4.4,-2.2
Utah,2013,10,4.3,-2.3
Utah,2013,11,4.3,0.0
Utah,2013,12,4.2,-2.3
Utah,2014,01,4.1,-2.4
Utah,2014,02,4.0,-2.4
Utah,2014,03,3.9,-2.5
Utah,2014,04,3.8,-2.6
Utah,2014,05,3.8,0.0
Utah,2014,06,3.8,0.0
Utah,2014,07,3.8,0.0
Utah,2014,08,3.8,0.0
Utah,2014,09,3.8,0.0
Utah,2014,10,3.7,-2.6
Utah,2014,11,3.7,0.0
Utah,2014,12,3.6,-2.7
Utah,2015,01,3.6,0.0
Utah,2015,02,3.6,0.0
Utah,2015,03,3.6,0.0
Utah,2015,04,3.6,0.0
Utah,2015,05,3.6,0.0
Utah,2015,06,3.6,0.0
Utah,2015,07,3.6,0.0
Utah,2015,08,3.6,0.0
Utah,2015,09,3.6,0.0
Utah,2015,10,3.6,0.0
Utah,2015,11,3.6,0.0
Utah,2015,12,3.6,0.0
Utah,2016,01,3.6,0.0
Utah,2016,02,3.6,0.0
Utah,2016,03,3.6,0.0
Utah,2016,04,3.6,0.0
Utah,2016,05,3.5,-2.8
Utah,2016,06,3.5,0.0
Utah,2016,07,3.4,-2.9
Utah,2016,08,3.4,0.0
Utah,2016,09,3.3,-2.9
Utah,2016,10,3.3,0.0
Utah,2016,11,3.3,0.0
Utah,2016,12,3.3,0.0
Utah,2017,01,3.3,0.0
Utah,2017,02,3.3,0.0
Utah,2017,03,3.3,0.0
Utah,2017,04,3.3,0.0
Utah,2017,05,3.3,0.0
Utah,2017,06,3.3,0.0
Utah,2017,07,3.3,0.0
Utah,2017,08,3.3,0.0
Utah,2017,09,3.2,-3.0
Utah,2017,10,3.2,0.0
Utah,2017,11,3.2,0.0
Utah,2017,12,3.1,-3.1
Utah,2018,01,3.1,0.0
Utah,2018,02,3.1,0.0
Utah,2018,03,3.1,0.0
Utah,2018,04,3.1,0.0
Utah,2018,05,3.1,0.0
Utah,2018,06,3.1,0.0
Utah,2018,07,3.1,0.0
Utah,2018,08,3.0,-3.2
Utah,2018,09,3.0,0.0
Utah,2018,10,3.0,0.0
Utah,2018,11,3.0,0.0
Utah,2018,12,2.9,-3.3
Utah,2019,01,2.9,0.0
Utah,2019,02,2.8,-3.4
Utah,2019,03,2.8,0.0
Utah,2019,04,2.7,-3.6
Utah,2019,05,2.7,0.0
Utah,2019,06,2.6,-3.7
Utah,2019,07,2.5,-3.8
Utah,2019,08,2.5,0.0
Utah,2019,09,2.5,0.0
Utah,2019,10,2.4,-4.0
Utah,2019,11,2.4,0.0
Utah,2019,12,2.4,0.0
Utah,2020,01,2.5,4.2
Utah,2020,02,2.5,0.0
Utah,2020,03,3.6,44.0
Vermont,2000,01,2.7,0.0
Vermont,2000,02,2.6,-3.7
Vermont,2000,03,2.6,0.0
Vermont,2000,04,2.7,3.8
Vermont,2000,05,2.7,0.0
Vermont,2000,06,2.8,3.7
Vermont,2000,07,2.9,3.6
Vermont,2000,08,2.9,0.0
Vermont,2000,09,2.9,0.0
Vermont,2000,10,2.9,0.0
Vermont,2000,11,2.9,0.0
Vermont,2000,12,3.0,3.4
Vermont,2001,01,3.0,0.0
Vermont,2001,02,3.0,0.0
Vermont,2001,03,3.1,3.3
Vermont,2001,04,3.2,3.2
Vermont,2001,05,3.2,0.0
Vermont,2001,06,3.3,3.1
Vermont,2001,07,3.3,0.0
Vermont,2001,08,3.4,3.0
Vermont,2001,09,3.4,0.0
Vermont,2001,10,3.5,2.9
Vermont,2001,11,3.6,2.9
Vermont,2001,12,3.7,2.8
Vermont,2002,01,3.7,0.0
Vermont,2002,02,3.8,2.7
Vermont,2002,03,3.8,0.0
Vermont,2002,04,3.9,2.6
Vermont,2002,05,3.9,0.0
Vermont,2002,06,4.0,2.6
Vermont,2002,07,4.0,0.0
Vermont,2002,08,4.0,0.0
Vermont,2002,09,4.1,2.5
Vermont,2002,10,4.2,2.4
Vermont,2002,11,4.2,0.0
Vermont,2002,12,4.3,2.4
Vermont,2003,01,4.4,2.3
Vermont,2003,02,4.4,0.0
Vermont,2003,03,4.4,0.0
Vermont,2003,04,4.4,0.0
Vermont,2003,05,4.4,0.0
Vermont,2003,06,4.3,-2.3
Vermont,2003,07,4.3,0.0
Vermont,2003,08,4.3,0.0
Vermont,2003,09,4.2,-2.3
Vermont,2003,10,4.2,0.0
Vermont,2003,11,4.2,0.0
Vermont,2003,12,4.1,-2.4
Vermont,2004,01,4.0,-2.4
Vermont,2004,02,3.9,-2.5
Vermont,2004,03,3.8,-2.6
Vermont,2004,04,3.8,0.0
Vermont,2004,05,3.7,-2.6
Vermont,2004,06,3.6,-2.7
Vermont,2004,07,3.6,0.0
Vermont,2004,08,3.6,0.0
Vermont,2004,09,3.5,-2.8
Vermont,2004,10,3.5,0.0
Vermont,2004,11,3.5,0.0
Vermont,2004,12,3.5,0.0
Vermont,2005,01,3.5,0.0
Vermont,2005,02,3.5,0.0
Vermont,2005,03,3.4,-2.9
Vermont,2005,04,3.4,0.0
Vermont,2005,05,3.4,0.0
Vermont,2005,06,3.4,0.0
Vermont,2005,07,3.5,2.9
Vermont,2005,08,3.5,0.0
Vermont,2005,09,3.5,0.0
Vermont,2005,10,3.6,2.9
Vermont,2005,11,3.6,0.0
Vermont,2005,12,3.6,0.0
Vermont,2006,01,3.5,-2.8
Vermont,2006,02,3.5,0.0
Vermont,2006,03,3.5,0.0
Vermont,2006,04,3.5,0.0
Vermont,2006,05,3.6,2.9
Vermont,2006,06,3.6,0.0
Vermont,2006,07,3.7,2.8
Vermont,2006,08,3.8,2.7
Vermont,2006,09,3.8,0.0
Vermont,2006,10,3.9,2.6
Vermont,2006,11,3.9,0.0
Vermont,2006,12,3.9,0.0
Vermont,2007,01,3.9,0.0
Vermont,2007,02,3.9,0.0
Vermont,2007,03,3.9,0.0
Vermont,2007,04,3.9,0.0
Vermont,2007,05,3.9,0.0
Vermont,2007,06,4.0,2.6
Vermont,2007,07,4.0,0.0
Vermont,2007,08,4.1,2.5
Vermont,2007,09,4.1,0.0
Vermont,2007,10,4.2,2.4
Vermont,2007,11,4.2,0.0
Vermont,2007,12,4.2,0.0
Vermont,2008,01,4.3,2.4
Vermont,2008,02,4.3,0.0
Vermont,2008,03,4.3,0.0
Vermont,2008,04,4.4,2.3
Vermont,2008,05,4.4,0.0
Vermont,2008,06,4.5,2.3
Vermont,2008,07,4.6,2.2
Vermont,2008,08,4.7,2.2
Vermont,2008,09,4.8,2.1
Vermont,2008,10,5.1,6.3
Vermont,2008,11,5.4,5.9
Vermont,2008,12,5.7,5.6
Vermont,2009,01,6.1,7.0
Vermont,2009,02,6.4,4.9
Vermont,2009,03,6.7,4.7
Vermont,2009,04,6.9,3.0
Vermont,2009,05,6.9,0.0
Vermont,2009,06,6.9,0.0
Vermont,2009,07,6.8,-1.4
Vermont,2009,08,6.6,-2.9
Vermont,2009,09,6.5,-1.5
Vermont,2009,10,6.4,-1.5
Vermont,2009,11,6.3,-1.6
Vermont,2009,12,6.3,0.0
Vermont,2010,01,6.3,0.0
Vermont,2010,02,6.3,0.0
Vermont,2010,03,6.2,-1.6
Vermont,2010,04,6.2,0.0
Vermont,2010,05,6.1,-1.6
Vermont,2010,06,6.1,0.0
Vermont,2010,07,6.0,-1.6
Vermont,2010,08,6.0,0.0
Vermont,2010,09,6.0,0.0
Vermont,2010,10,6.0,0.0
Vermont,2010,11,5.9,-1.7
Vermont,2010,12,5.9,0.0
Vermont,2011,01,5.8,-1.7
Vermont,2011,02,5.7,-1.7
Vermont,2011,03,5.6,-1.8
Vermont,2011,04,5.5,-1.8
Vermont,2011,05,5.5,0.0
Vermont,2011,06,5.4,-1.8
Vermont,2011,07,5.4,0.0
Vermont,2011,08,5.4,0.0
Vermont,2011,09,5.4,0.0
Vermont,2011,10,5.4,0.0
Vermont,2011,11,5.3,-1.9
Vermont,2011,12,5.2,-1.9
Vermont,2012,01,5.1,-1.9
Vermont,2012,02,5.0,-2.0
Vermont,2012,03,5.0,0.0
Vermont,2012,04,5.0,0.0
Vermont,2012,05,5.0,0.0
Vermont,2012,06,5.0,0.0
Vermont,2012,07,5.0,0.0
Vermont,2012,08,5.0,0.0
Vermont,2012,09,4.9,-2.0
Vermont,2012,10,4.8,-2.0
Vermont,2012,11,4.7,-2.1
Vermont,2012,12,4.6,-2.1
Vermont,2013,01,4.6,0.0
Vermont,2013,02,4.5,-2.2
Vermont,2013,03,4.5,0.0
Vermont,2013,04,4.5,0.0
Vermont,2013,05,4.5,0.0
Vermont,2013,06,4.5,0.0
Vermont,2013,07,4.4,-2.2
Vermont,2013,08,4.4,0.0
Vermont,2013,09,4.3,-2.3
Vermont,2013,10,4.3,0.0
Vermont,2013,11,4.2,-2.3
Vermont,2013,12,4.2,0.0
Vermont,2014,01,4.1,-2.4
Vermont,2014,02,4.1,0.0
Vermont,2014,03,4.0,-2.4
Vermont,2014,04,4.0,0.0
Vermont,2014,05,4.0,0.0
Vermont,2014,06,3.9,-2.5
Vermont,2014,07,3.9,0.0
Vermont,2014,08,3.9,0.0
Vermont,2014,09,3.9,0.0
Vermont,2014,10,3.8,-2.6
Vermont,2014,11,3.8,0.0
